lon,lat,value
-111.19588112064595,39.638850703143234,0.0
-111.19902386051957,39.65646363803849,0.0
-111.20531762871046,39.69168872149917,0.0
-111.16683288563932,39.60604762897073,0.0
-111.16996460623287,39.62366259472151,0.0
-111.17309907888436,39.64127729966011,0.0
-111.17623630624168,39.65889174354715,0.0
-111.17937629095645,39.676505926142944,0.1008002038415605
-111.15031428241755,39.6436995493506,0.0
-111.15658045957939,39.67893118935727,0.1118860670257541
-111.15971767998636,39.69654661829061,0.0
-111.07261436594825,39.59807729221995,0.0488151281949655
-111.07572131545227,39.61569851970074,0.0715708921743291
-111.04673643254169,39.582854677154934,0.0
-111.0529365836261,39.618100376369895,0.0
-111.05604074770177,39.63572284073092,0.0
-111.05914764096487,39.65334504794767,0.0
-111.00545773812907,39.479497030393446,0.031623013389972
-111.00853468023548,39.49712302957315,0.0247244874852913
-111.0116143260802,39.514748774204904,0.0272935940377964
-111.01469667825842,39.53237426405648,0.0406511966797222
-111.02086951201413,39.56762447848853,0.0517643741459723
-110.97964280726995,39.46425056172194,0.0427709098429037
-110.98271156754046,39.48187829800092,0.0287170439785661
-110.98578302440387,39.499505780685965,0.0
-110.98885718044778,39.517133009545894,0.0267625315616068
-110.99193403826345,39.534759984349265,0.0397369922102777
-110.99501360044584,39.552386704864325,0.0500311030418008
-110.99809586959348,39.57001317085903,0.0554455591303361
-111.00118084830866,39.58763938210111,0.0555907017443539
-111.0042685391973,39.60526533835794,0.0561024564924011
-110.9568994233621,39.46662601722446,0.0481334229026079
-110.9599627003596,39.48425523368936,0.0321398473311751
-110.96302866939237,39.501884197281306,0.0282599130716896
-110.96609733304417,39.519512907769894,0.030172170316168
-110.9691686939024,39.53714136492447,0.0447486405610927
-110.97224275455811,39.55476956851407,0.050108952396521
-110.97531951760594,39.572397518307476,0.055920077960913
-110.9783989856443,39.590025214073215,0.0598465489525221
-110.9814811612752,39.60765265557945,0.0578945659076744
-110.93415334999969,39.46899714184267,0.0449081613876168
-110.93721114114405,39.48662783589464,0.0429831582177143
-110.94027161976244,39.504258277793504,0.0419417605996595
-110.94333478843475,39.521888467309694,0.0448920383324249
-110.94640064974449,39.53951840421334,0.0488563465148525
-110.9494692062788,39.5571480882743,0.0535736468530831
-110.9525404606285,39.57477751926213,0.0569902065668402
-110.95561441538803,39.59240669694615,0.0599640158775685
-110.95869107315549,39.61003562109535,0.0577624723947993
-110.9617704365327,39.6276642914785,0.0580566268536929
-110.96485250812509,39.64529270786406,0.05388085005644
-110.9114045917401,39.47136393401644,0.0484921322724756
-110.91445689445506,39.48899610305505,0.0498969841571586
-110.9175118800792,39.506628020659385,0.0505405894626752
-110.92056955118852,39.52425968660063,0.049546606708365
-110.92362991036262,39.54189110064973,0.0530837487737907
-110.92669296018475,39.55952226257731,0.0551062232300353
-110.92975870324184,39.57715317215377,0.0574046700681049
-110.93282714212441,39.5947838291492,0.0582663172192705
-110.93589827942668,39.612414233333425,0.0562036698639222
-110.93897211774652,39.63004438447596,0.0584001368560989
-110.94204865968547,39.6476742823461,0.0541482486816323
-110.88865315314426,39.47372639218807,0.0481719679285005
-110.8916999648575,39.491360033611464,0.0502304749262368
-110.8947494549114,39.50899342431829,0.0488538965178421
-110.8978016258781,39.52662656408054,0.0491168118476911
-110.9008564803333,39.54425945266994,0.0521146199117032
-110.90391402085638,39.56189208985795,0.0548626763680011
-110.90697425003029,39.579524475415724,0.0566108976932847
-110.91003717044171,39.59715660911419,0.0573496282177117
-110.9131027846809,39.61478849072392,0.0559209173797701
-110.91617109534184,39.63242012001529,0.0566800200358095
-110.91924210502214,39.65005149675837,0.0559313137444881
-110.86589903877682,39.47608451480244,0.0432696985580909
-110.86894035691984,39.49371962600722,0.0423155869188726
-110.87198434883143,39.51135448721205,0.0413939016025555
-110.87503101707979,39.52898909818976,0.0446257345905158
-110.87808036423674,39.54662345871283,0.1119697260548228
-110.88113239287773,39.56425756855353,0.054451512510801
-110.88418710558184,39.581891427483825,0.0563378939507631
-110.88724450493183,39.5995250352754,0.0591717027824435
-110.890304593514,39.617158391699675,0.0557847134184198
-110.89336737391842,39.634791496527804,0.0569264831584167
-110.89643284873878,39.65242434953065,0.0659329234243505
-110.84314225320598,39.47843830030688,0.0398104662812686
-110.84617807521421,39.49607487868818,0.0284505531396123
-110.84921656641528,39.51371120778506,0.0276215868640931
-110.85225772937349,39.53134728737115,0.030860772808737
